age,workclass,education,marital_status,occupation,race,sex,hours_per_week,capital_gain,capital_loss,native_country,income
73,Self-emp-inc,Bachelors,Widowed,Other-service,Asian-Pac-Islander,Female,35,4317,933,United-States,<=50K
79,Local-gov,Doctorate,Widowed,Exec-managerial,Black,Male,86,8012,684,Canada,>50K
51,Federal-gov,10th Grade,Married-civ-spouse,Exec-managerial,Black,Female,8,2599,2826,Germany,<=50K
39,Local-gov,Bachelors,Divorced,Exec-managerial,Asian-Pac-Islander,Male,20,1553,4619,United-States,<=50K
85,State-gov,HS Graduate,Never-married,Other-service,Amer-Indian-Eskimo,Male,41,6256,882,Germany,<=50K
74,State-gov,Masters,Divorced,Tech-support,White,Male,21,7426,4486,Canada,<=50K
27,State-gov,HS Graduate,Divorced,Prof-specialty,Other,Male,58,9798,2424,Germany,<=50K
83,Self-emp-not-inc,10th Grade,Widowed,Craft-repair,Black,Female,61,2537,2006,United-States,>50K
25,Local-gov,Masters,Divorced,Exec-managerial,Black,Female,60,764,4826,Canada,>50K
55,Local-gov,Doctorate,Separated,Exec-managerial,Amer-Indian-Eskimo,Male,57,40,2678,Philippines,>50K
79,Private,HS Graduate,Divorced,Tech-support,Amer-Indian-Eskimo,Female,10,9258,3080,Mexico,<=50K
45,Private,HS Graduate,Divorced,Other-service,Black,Male,20,6904,2531,Canada,<=50K
27,Private,Doctorate,Widowed,Prof-specialty,Asian-Pac-Islander,Female,58,2593,1650,Germany,>50K
62,Federal-gov,11th Grade,Divorced,Prof-specialty,Asian-Pac-Islander,Female,35,7765,101,United-States,<=50K
82,State-gov,Bachelors,Married-civ-spouse,Other-service,Other,Female,91,9561,1404,Germany,>50K
84,Private,Doctorate,Married-spouse-absent,Craft-repair,White,Male,68,2565,3492,United-States,>50K
26,Self-emp-not-inc,Bachelors,Never-married,Other-service,Amer-Indian-Eskimo,Female,76,1898,2666,United-States,<=50K
22,Self-emp-inc,Some College,Separated,Other-service,Black,Female,46,1648,1108,Philippines,>50K
27,Self-emp-not-inc,Some College,Never-married,Tech-support,Other,Female,80,4986,2389,United-States,<=50K
29,Federal-gov,Masters,Married-civ-spouse,Tech-support,Other,Male,14,5070,4258,United-States,<=50K
75,Private,Bachelors,Divorced,Tech-support,White,Male,79,5636,4446,Germany,>50K
38,Local-gov,HS Graduate,Widowed,Craft-repair,Amer-Indian-Eskimo,Male,89,6271,3767,Germany,>50K
38,Self-emp-inc,10th Grade,Never-married,Other-service,Asian-Pac-Islander,Male,58,2658,4677,Mexico,>50K
82,State-gov,11th Grade,Divorced,Tech-support,Asian-Pac-Islander,Male,89,4689,1752,Philippines,>50K
20,Federal-gov,Some College,Never-married,Sales,Amer-Indian-Eskimo,Male,53,2617,4631,Canada,>50K
86,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Other,Female,66,9951,1106,Canada,>50K
81,Private,Some College,Widowed,Exec-managerial,Other,Female,80,7308,364,Mexico,>50K
66,Federal-gov,Bachelors,Married-spouse-absent,Sales,Other,Female,43,6028,4238,United-States,<=50K
89,Federal-gov,Doctorate,Married-civ-spouse,Craft-repair,Black,Male,75,8020,739,Mexico,<=50K
34,Local-gov,10th Grade,Never-married,Other-service,Asian-Pac-Islander,Female,28,368,4774,Canada,>50K
49,State-gov,Doctorate,Separated,Other-service,Black,Male,90,153,4323,Germany,<=50K
87,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,7,9034,1884,Philippines,>50K
38,Local-gov,Some College,Married-spouse-absent,Craft-repair,Asian-Pac-Islander,Male,18,7992,211,Germany,<=50K
24,State-gov,Masters,Widowed,Prof-specialty,Amer-Indian-Eskimo,Female,30,8567,3884,Mexico,<=50K
24,Self-emp-not-inc,Doctorate,Married-spouse-absent,Craft-repair,Other,Male,62,9440,1525,Canada,>50K
44,Local-gov,Doctorate,Separated,Sales,White,Female,31,5610,486,United-States,<=50K
25,State-gov,10th Grade,Divorced,Craft-repair,Amer-Indian-Eskimo,Male,28,2758,2989,United-States,<=50K
45,Federal-gov,HS Graduate,Married-spouse-absent,Other-service,Black,Male,12,4544,2471,Philippines,<=50K
83,Federal-gov,Some College,Never-married,Other-service,Black,Female,71,4173,1518,Philippines,<=50K
88,State-gov,Doctorate,Married-spouse-absent,Other-service,Other,Male,71,9913,3810,Philippines,<=50K
64,Federal-gov,Doctorate,Separated,Other-service,Amer-Indian-Eskimo,Male,82,9819,4450,Germany,>50K
27,Self-emp-inc,Some College,Married-spouse-absent,Sales,Asian-Pac-Islander,Female,53,12,3688,Canada,<=50K
50,Self-emp-inc,11th Grade,Married-civ-spouse,Other-service,Other,Female,49,7808,4404,Germany,>50K
24,State-gov,Bachelors,Married-spouse-absent,Other-service,Asian-Pac-Islander,Female,88,9907,140,Germany,<=50K
20,State-gov,10th Grade,Separated,Exec-managerial,White,Female,41,2498,3959,Canada,<=50K
31,Self-emp-not-inc,Doctorate,Widowed,Sales,Other,Male,75,6177,3456,United-States,<=50K
61,State-gov,HS Graduate,Separated,Sales,Amer-Indian-Eskimo,Female,42,5870,1012,Canada,>50K
63,Local-gov,HS Graduate,Never-married,Craft-repair,Asian-Pac-Islander,Female,50,1230,4901,Canada,>50K
78,Federal-gov,Bachelors,Married-spouse-absent,Craft-repair,Other,Male,94,4974,4916,Canada,>50K
53,Local-gov,10th Grade,Never-married,Tech-support,Asian-Pac-Islander,Female,25,3926,50,Canada,<=50K
30,State-gov,HS Graduate,Divorced,Other-service,White,Male,93,566,3746,United-States,>50K
33,Federal-gov,Doctorate,Separated,Other-service,White,Male,45,500,2981,Philippines,<=50K
22,Self-emp-inc,Masters,Separated,Exec-managerial,White,Male,81,4229,772,Canada,<=50K
55,Federal-gov,HS Graduate,Widowed,Prof-specialty,Amer-Indian-Eskimo,Male,41,234,201,United-States,<=50K
67,Self-emp-not-inc,11th Grade,Never-married,Sales,White,Female,45,9347,2698,Mexico,<=50K
55,Private,10th Grade,Married-civ-spouse,Sales,White,Female,32,9097,4105,Philippines,>50K
73,Federal-gov,Masters,Divorced,Exec-managerial,Other,Male,38,5541,633,United-States,<=50K
80,State-gov,10th Grade,Separated,Sales,Black,Male,28,8894,2680,Mexico,>50K
65,Self-emp-not-inc,Some College,Divorced,Prof-specialty,Other,Male,91,6264,4673,Germany,>50K
76,Self-emp-inc,Some College,Separated,Exec-managerial,Amer-Indian-Eskimo,Male,41,6549,1895,Germany,>50K
61,Self-emp-inc,Some College,Married-spouse-absent,Prof-specialty,Amer-Indian-Eskimo,Female,42,7640,2916,Canada,>50K
72,Private,10th Grade,Separated,Other-service,White,Female,40,5488,3589,Germany,<=50K
72,State-gov,11th Grade,Widowed,Other-service,Amer-Indian-Eskimo,Female,5,550,4079,Canada,<=50K
18,Local-gov,Some College,Separated,Exec-managerial,Asian-Pac-Islander,Female,12,5062,2899,Mexico,<=50K
25,Local-gov,Masters,Divorced,Other-service,Asian-Pac-Islander,Male,36,7938,1331,United-States,>50K
21,Federal-gov,Doctorate,Divorced,Craft-repair,Asian-Pac-Islander,Female,41,9601,1006,Philippines,<=50K
70,Self-emp-inc,Some College,Widowed,Craft-repair,Other,Male,29,6457,3942,Philippines,>50K
75,Self-emp-not-inc,Some College,Widowed,Tech-support,Black,Male,15,1732,4618,United-States,>50K
54,Private,Bachelors,Divorced,Exec-managerial,Black,Male,43,5999,3498,Canada,>50K
66,Local-gov,Masters,Divorced,Sales,Black,Male,71,6690,896,Canada,<=50K
84,Federal-gov,HS Graduate,Separated,Sales,Other,Female,66,6205,775,Canada,<=50K
36,Federal-gov,10th Grade,Never-married,Tech-support,Other,Male,46,1940,2369,Canada,>50K
18,Self-emp-inc,HS Graduate,Divorced,Craft-repair,Asian-Pac-Islander,Female,39,4824,1182,Mexico,<=50K
46,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,White,Female,96,9691,2347,United-States,<=50K
50,Self-emp-not-inc,Bachelors,Never-married,Tech-support,Other,Female,60,7476,2278,Canada,>50K
69,Local-gov,Some College,Married-civ-spouse,Craft-repair,Amer-Indian-Eskimo,Male,54,1677,1287,Canada,>50K
58,Federal-gov,HS Graduate,Never-married,Exec-managerial,White,Male,2,9423,1956,Mexico,>50K
40,Self-emp-inc,Masters,Divorced,Other-service,Amer-Indian-Eskimo,Male,7,4891,2382,Germany,<=50K
22,Self-emp-not-inc,Bachelors,Widowed,Craft-repair,Amer-Indian-Eskimo,Female,6,5690,3152,Germany,>50K
88,Federal-gov,Some College,Widowed,Exec-managerial,Amer-Indian-Eskimo,Female,98,5660,2432,Mexico,<=50K
74,Self-emp-not-inc,11th Grade,Divorced,Craft-repair,Black,Male,8,6755,3207,United-States,>50K
23,Private,10th Grade,Never-married,Craft-repair,White,Female,83,3575,3241,Germany,<=50K
66,Self-emp-not-inc,Some College,Divorced,Tech-support,Other,Female,94,3862,4742,Canada,<=50K
39,Self-emp-not-inc,Some College,Never-married,Other-service,Black,Male,50,2953,4935,Germany,<=50K
21,Federal-gov,Doctorate,Married-spouse-absent,Prof-specialty,Other,Female,81,4591,4977,United-States,<=50K
89,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Other,Male,31,4848,683,United-States,>50K
81,Self-emp-not-inc,11th Grade,Married-spouse-absent,Exec-managerial,White,Male,22,2395,1695,Philippines,<=50K
54,Private,HS Graduate,Married-civ-spouse,Craft-repair,Black,Female,56,7148,4224,Germany,>50K
48,Self-emp-not-inc,Some College,Married-spouse-absent,Sales,Asian-Pac-Islander,Male,5,7744,1690,Philippines,>50K
54,Self-emp-not-inc,Masters,Divorced,Other-service,Amer-Indian-Eskimo,Male,32,5,3802,United-States,>50K
62,Federal-gov,Some College,Never-married,Craft-repair,Asian-Pac-Islander,Male,66,9546,800,Mexico,>50K
25,Self-emp-inc,11th Grade,Separated,Sales,Amer-Indian-Eskimo,Male,75,4091,4602,Philippines,<=50K
57,Private,Bachelors,Married-spouse-absent,Tech-support,Amer-Indian-Eskimo,Female,1,9942,839,Canada,<=50K
22,Self-emp-not-inc,11th Grade,Widowed,Exec-managerial,Asian-Pac-Islander,Male,57,2870,22,Philippines,<=50K
45,Self-emp-inc,HS Graduate,Separated,Other-service,Other,Male,2,678,2525,United-States,>50K
26,Federal-gov,HS Graduate,Divorced,Other-service,Black,Male,8,7301,1313,Philippines,>50K
19,Private,Bachelors,Never-married,Exec-managerial,Amer-Indian-Eskimo,Female,98,7429,477,Canada,<=50K
80,State-gov,11th Grade,Widowed,Craft-repair,Black,Female,63,9674,486,Mexico,>50K
68,Federal-gov,Masters,Divorced,Exec-managerial,White,Male,77,7591,2224,Mexico,>50K
48,Self-emp-inc,Doctorate,Separated,Exec-managerial,Black,Male,17,762,3346,United-States,<=50K
24,Private,10th Grade,Widowed,Other-service,White,Female,15,9747,3125,Mexico,<=50K
47,Self-emp-not-inc,HS Graduate,Divorced,Craft-repair,Amer-Indian-Eskimo,Male,88,4077,4637,Germany,<=50K
75,Self-emp-inc,Doctorate,Widowed,Exec-managerial,Other,Female,71,2622,3471,Canada,>50K
20,Federal-gov,11th Grade,Married-civ-spouse,Prof-specialty,Other,Female,93,940,233,Canada,>50K
68,Private,Some College,Widowed,Prof-specialty,Other,Male,27,7204,4788,Canada,>50K
73,Self-emp-inc,Some College,Married-civ-spouse,Craft-repair,White,Male,67,4331,640,Philippines,>50K
27,State-gov,Bachelors,Married-spouse-absent,Tech-support,Black,Female,82,7422,1651,Germany,>50K
78,Self-emp-inc,HS Graduate,Widowed,Prof-specialty,Amer-Indian-Eskimo,Male,45,3264,1228,Philippines,>50K
67,Federal-gov,HS Graduate,Widowed,Other-service,Other,Female,96,9968,1862,United-States,<=50K
64,Federal-gov,Masters,Widowed,Other-service,Amer-Indian-Eskimo,Male,60,5484,4883,Mexico,>50K
18,Self-emp-not-inc,10th Grade,Married-civ-spouse,Tech-support,Amer-Indian-Eskimo,Male,36,104,3257,Canada,>50K
74,Self-emp-not-inc,10th Grade,Divorced,Exec-managerial,Amer-Indian-Eskimo,Female,89,6907,2342,Mexico,<=50K
55,Self-emp-inc,Some College,Separated,Tech-support,White,Female,4,3979,4503,Canada,<=50K
79,Federal-gov,Masters,Widowed,Tech-support,Black,Male,55,2032,1659,Mexico,<=50K
87,Self-emp-inc,11th Grade,Married-spouse-absent,Other-service,Other,Male,26,6763,2019,Philippines,>50K
82,Local-gov,10th Grade,Separated,Sales,Black,Female,41,3616,3852,Canada,>50K
79,State-gov,Masters,Separated,Other-service,Other,Male,68,8299,1475,Germany,<=50K
73,Federal-gov,Some College,Widowed,Tech-support,White,Male,21,5581,69,Philippines,<=50K
84,Local-gov,11th Grade,Married-civ-spouse,Other-service,Asian-Pac-Islander,Female,80,3578,4760,Germany,>50K
34,Local-gov,Masters,Never-married,Sales,White,Male,5,2058,3651,United-States,<=50K
25,Federal-gov,10th Grade,Never-married,Tech-support,Black,Male,30,3051,1098,United-States,>50K
77,Self-emp-not-inc,Doctorate,Never-married,Other-service,Other,Female,85,3508,2762,Philippines,>50K
57,Self-emp-inc,10th Grade,Widowed,Exec-managerial,Black,Female,98,8721,399,United-States,<=50K
79,Private,10th Grade,Separated,Tech-support,Black,Female,6,8591,4291,Philippines,>50K
58,Private,Some College,Never-married,Sales,White,Male,96,8740,4182,Philippines,<=50K
29,State-gov,Some College,Married-spouse-absent,Other-service,Black,Male,92,1128,3449,Mexico,<=50K
71,Federal-gov,Doctorate,Widowed,Tech-support,White,Female,80,9159,4834,United-States,>50K
28,Self-emp-not-inc,11th Grade,Widowed,Other-service,Black,Female,15,8209,1235,Philippines,<=50K
77,Self-emp-not-inc,HS Graduate,Widowed,Prof-specialty,Asian-Pac-Islander,Female,72,8808,3439,Philippines,<=50K
85,Self-emp-not-inc,HS Graduate,Married-civ-spouse,Craft-repair,Amer-Indian-Eskimo,Female,11,2787,3736,Mexico,<=50K
63,Private,Masters,Married-spouse-absent,Prof-specialty,Asian-Pac-Islander,Male,69,4834,3021,Germany,<=50K
55,Local-gov,Some College,Divorced,Tech-support,Other,Female,23,5179,4309,Germany,>50K
78,State-gov,11th Grade,Married-civ-spouse,Tech-support,White,Female,4,4414,1262,Germany,<=50K
34,Private,11th Grade,Separated,Craft-repair,Amer-Indian-Eskimo,Female,50,4654,2047,Philippines,>50K
83,Self-emp-not-inc,Masters,Widowed,Other-service,Black,Male,92,4568,3890,Philippines,>50K
89,Private,11th Grade,Married-civ-spouse,Exec-managerial,White,Female,31,4622,4419,Philippines,<=50K
53,Private,HS Graduate,Never-married,Exec-managerial,Other,Female,11,3259,1282,United-States,<=50K
24,State-gov,Bachelors,Divorced,Exec-managerial,Asian-Pac-Islander,Male,55,3427,2864,Mexico,<=50K
33,Self-emp-inc,HS Graduate,Widowed,Prof-specialty,Black,Male,43,7523,554,Mexico,<=50K
31,Federal-gov,10th Grade,Married-civ-spouse,Craft-repair,Other,Female,1,5737,3247,Canada,<=50K
42,Local-gov,Bachelors,Never-married,Prof-specialty,White,Female,47,6537,571,Canada,<=50K
21,Self-emp-inc,Masters,Never-married,Sales,Other,Male,55,5175,2427,Mexico,>50K
46,Federal-gov,HS Graduate,Married-civ-spouse,Tech-support,Amer-Indian-Eskimo,Male,56,9044,4237,Philippines,<=50K
73,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Female,84,2879,259,Canada,<=50K
23,State-gov,Some College,Married-spouse-absent,Sales,Black,Male,8,5109,4097,Germany,>50K
18,State-gov,Doctorate,Married-spouse-absent,Prof-specialty,Other,Male,80,4097,1514,Philippines,<=50K
56,Self-emp-inc,Masters,Married-spouse-absent,Tech-support,Black,Female,67,929,2137,Germany,<=50K
18,Federal-gov,HS Graduate,Married-spouse-absent,Prof-specialty,White,Male,55,5434,4404,United-States,>50K
80,State-gov,HS Graduate,Separated,Prof-specialty,Other,Male,96,7629,88,Germany,<=50K
74,Self-emp-inc,Masters,Widowed,Sales,White,Male,10,407,228,Canada,<=50K
84,State-gov,11th Grade,Married-spouse-absent,Sales,White,Male,51,5593,2170,Mexico,<=50K
82,Private,10th Grade,Never-married,Craft-repair,Other,Female,52,5087,4994,Philippines,<=50K
82,Private,Bachelors,Separated,Craft-repair,White,Female,82,8348,2049,United-States,>50K
38,Self-emp-inc,Masters,Never-married,Sales,Amer-Indian-Eskimo,Male,95,3283,105,Germany,<=50K
47,Self-emp-inc,Doctorate,Married-civ-spouse,Tech-support,Black,Male,73,8742,4409,Mexico,<=50K
50,Local-gov,10th Grade,Never-married,Other-service,Black,Male,53,5632,4884,Philippines,>50K
65,Self-emp-not-inc,10th Grade,Never-married,Sales,Black,Female,47,306,4641,Philippines,>50K
39,Private,11th Grade,Widowed,Craft-repair,Black,Male,23,4770,2999,Mexico,>50K
71,State-gov,Doctorate,Married-civ-spouse,Tech-support,Amer-Indian-Eskimo,Male,76,8349,194,Mexico,>50K
21,Self-emp-inc,10th Grade,Never-married,Other-service,Other,Male,62,4816,3761,Philippines,>50K
72,Federal-gov,Doctorate,Divorced,Sales,Other,Male,38,2947,911,Philippines,<=50K
61,State-gov,Bachelors,Separated,Prof-specialty,White,Male,80,7359,3941,Mexico,>50K
29,Self-emp-not-inc,Doctorate,Married-spouse-absent,Prof-specialty,White,Female,95,7223,2510,Philippines,<=50K
69,Federal-gov,10th Grade,Married-spouse-absent,Craft-repair,Amer-Indian-Eskimo,Male,30,4505,4390,United-States,<=50K
82,State-gov,HS Graduate,Never-married,Exec-managerial,Asian-Pac-Islander,Female,49,1752,952,United-States,<=50K
82,Self-emp-not-inc,Doctorate,Never-married,Tech-support,Other,Female,60,4272,1916,United-States,>50K
27,Federal-gov,Doctorate,Separated,Other-service,White,Male,70,3794,2187,United-States,>50K
35,Private,HS Graduate,Never-married,Craft-repair,Amer-Indian-Eskimo,Female,86,2402,4088,Mexico,>50K
64,Self-emp-inc,Doctorate,Married-civ-spouse,Exec-managerial,Other,Female,56,4050,12,Germany,<=50K
83,State-gov,10th Grade,Never-married,Sales,Amer-Indian-Eskimo,Female,47,4720,1235,Philippines,<=50K
66,Self-emp-inc,Some College,Married-civ-spouse,Tech-support,Other,Male,38,1989,152,United-States,<=50K
89,Local-gov,Bachelors,Married-civ-spouse,Other-service,Amer-Indian-Eskimo,Male,21,5513,4971,United-States,>50K
39,State-gov,Doctorate,Married-civ-spouse,Craft-repair,Black,Male,85,9553,4588,Mexico,>50K
43,Self-emp-inc,Bachelors,Married-spouse-absent,Prof-specialty,Asian-Pac-Islander,Male,5,6830,34,Mexico,>50K
26,State-gov,10th Grade,Separated,Sales,Asian-Pac-Islander,Female,46,2260,1808,Philippines,<=50K
38,Private,Masters,Married-civ-spouse,Craft-repair,Other,Female,50,5025,4644,Mexico,>50K
80,Self-emp-not-inc,Some College,Never-married,Exec-managerial,Amer-Indian-Eskimo,Female,76,970,4929,United-States,>50K
23,Self-emp-not-inc,Doctorate,Widowed,Prof-specialty,Other,Female,91,855,3822,Mexico,<=50K
31,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Amer-Indian-Eskimo,Female,26,7334,1049,United-States,<=50K
50,Federal-gov,Doctorate,Never-married,Craft-repair,Black,Male,47,5211,3445,United-States,<=50K
88,Self-emp-inc,11th Grade,Never-married,Tech-support,Other,Male,64,986,4185,Canada,>50K
41,State-gov,11th Grade,Divorced,Tech-support,Amer-Indian-Eskimo,Male,69,9421,2562,Philippines,<=50K
68,Self-emp-not-inc,10th Grade,Never-married,Other-service,Amer-Indian-Eskimo,Female,16,4438,4493,Canada,>50K
19,State-gov,Some College,Divorced,Tech-support,Asian-Pac-Islander,Female,33,7470,4331,Canada,<=50K
32,Local-gov,HS Graduate,Never-married,Tech-support,White,Female,41,8423,1187,Canada,<=50K
52,Self-emp-not-inc,Bachelors,Married-civ-spouse,Other-service,White,Female,47,1053,3601,United-States,<=50K
53,Federal-gov,Bachelors,Married-spouse-absent,Sales,White,Female,37,2436,854,Mexico,<=50K
56,Federal-gov,HS Graduate,Divorced,Prof-specialty,Black,Female,25,7819,2036,Canada,>50K
21,Local-gov,HS Graduate,Divorced,Craft-repair,Amer-Indian-Eskimo,Male,61,229,2381,Canada,>50K
81,State-gov,Some College,Divorced,Sales,White,Male,17,9612,3557,Canada,<=50K
23,State-gov,Doctorate,Married-civ-spouse,Craft-repair,Other,Male,46,4401,2200,United-States,<=50K
74,State-gov,11th Grade,Widowed,Tech-support,Black,Male,10,1327,4070,Philippines,>50K
47,Federal-gov,Doctorate,Married-civ-spouse,Exec-managerial,Other,Male,42,7494,3445,Mexico,>50K
84,Self-emp-inc,Doctorate,Widowed,Other-service,Black,Female,34,2651,4188,Canada,<=50K
32,Self-emp-inc,HS Graduate,Married-civ-spouse,Prof-specialty,Other,Male,44,8657,4622,Philippines,<=50K
34,Self-emp-not-inc,10th Grade,Never-married,Sales,White,Female,9,6421,789,Germany,<=50K
35,Private,Masters,Married-civ-spouse,Craft-repair,Black,Male,44,8721,2628,Canada,<=50K
36,Self-emp-inc,10th Grade,Widowed,Exec-managerial,Amer-Indian-Eskimo,Male,28,9069,4909,United-States,<=50K
86,Self-emp-inc,10th Grade,Separated,Craft-repair,Black,Female,34,3808,3626,Mexico,>50K
41,State-gov,10th Grade,Never-married,Other-service,White,Female,42,2716,229,United-States,<=50K
65,State-gov,Some College,Divorced,Sales,Asian-Pac-Islander,Male,95,4784,0,United-States,>50K
47,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Male,38,257,85,Mexico,>50K
32,Self-emp-inc,Doctorate,Married-spouse-absent,Other-service,White,Male,40,6154,57,United-States,>50K
64,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,Black,Female,78,7068,3567,Philippines,>50K
61,State-gov,Doctorate,Widowed,Sales,White,Male,46,1046,4531,Philippines,>50K
44,Local-gov,Some College,Divorced,Other-service,Black,Male,11,3652,3256,Mexico,<=50K
81,Self-emp-inc,Some College,Widowed,Sales,Black,Female,37,8636,4614,Mexico,>50K
